date,day,total,temp,공휴일,cloud,month,rain,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
1월 1일,화,2097 ,-4.3,1,7.3,1,1,2013,1,1
1월 2일,수,673 ,-10.8,0,0.6,1,0,2013,0,0
1월 3일,목,451 ,-13.1,0,0,1,0,2013,0,0
1월 4일,금,616 ,-12.8,0,0,1,0,2013,0,0
1월 5일,토,1970 ,-8.1,0,2.4,1,0,2013,1,1
1월 6일,일,2957 ,-7.8,0,1.3,1,0,2013,1,1
1월 7일,월,1199 ,-6.5,0,5.4,1,0,2013,0,0
1월 8일,화,1583 ,-5.5,0,2,1,0,2013,0,0
1월 9일,수,934 ,-9,0,0,1,0,2013,0,0
1월 10일,목,819 ,-9.7,0,0,1,0,2013,0,0
1월 11일,금,1276 ,-4.1,0,5.6,1,0,2013,0,0
1월 12일,토,4165 ,0.1,0,6,1,0,2013,1,1
1월 13일,일,5566 ,-2.2,0,6.1,1,0,2013,1,1
1월 14일,월,1570 ,-3.1,0,1,1,0,2013,0,0
1월 15일,화,1599 ,-3.6,0,4,1,0,2013,0,0
1월 16일,수,1141 ,-2.4,0,8.5,1,0,2013,0,0
1월 17일,목,1170 ,-6.3,0,0.9,1,0,2013,0,0
1월 18일,금,1248 ,-5.3,0,2.4,1,0,2013,0,0
1월 19일,토,5815 ,-0.4,0,3.3,1,0,2013,1,1
1월 20일,일,6797 ,0.5,0,7.8,1,0,2013,1,1
1월 21일,월,458 ,2.6,0,10,1,15,2013,0,0
1월 22일,화,3116 ,3.4,0,9.5,1,0,2013,0,0
1월 23일,수,863 ,2,0,9.1,1,0.5,2013,0,0
1월 24일,목,1298 ,-0.6,0,6,1,0,2013,0,0
1월 25일,금,835 ,-8.2,0,0,1,0,2013,0,0
1월 26일,토,1856 ,-8.8,0,0,1,0,2013,1,1
1월 27일,일,2039 ,-7.9,0,0.3,1,0,2013,1,1
1월 28일,월,1275 ,-4.1,0,6,1,0,2013,0,0
1월 29일,화,1464 ,2.2,0,9.4,1,0,2013,0,0
