date,day,total,temp,holiday,cloud,month,NightOpen,rain,closed,culture,year,holiday&weekend,holiday+weekend
2월 1일,화,0 ,-0.9,0,3.9,2,0,0,10,0,2011,0,0
2월 2일,수,9460 ,1.1,1,2.8,2,0,0,0,0,2011,1,1
2월 3일,목,39211 ,1.7,1,7.8,2,0,0,0,0,2011,1,1
2월 4일,금,20163 ,0.6,1,8.1,2,0,0,0,0,2011,1,1
2월 5일,토,17878 ,0.3,1,6.4,2,0,0,0,0,2011,1,2
2월 6일,일,9511 ,0,0,6.9,2,0,0,0,0,2011,1,1
2월 7일,월,4719 ,0.1,0,5,2,0,0,0,0,2011,0,0
2월 8일,화,0 ,1.7,0,5.6,2,0,0,10,0,2011,0,0
2월 9일,수,5698 ,-2.4,0,1.9,2,0,0,0,0,2011,0,0
2월 10일,목,5615 ,-2.9,0,3.9,2,0,0,0,0,2011,0,0
2월 11일,금,5480 ,-3.3,0,0.8,2,0,0,0,0,2011,0,0
2월 12일,토,7906 ,-6.8,0,0,2,0,0,0,0,2011,1,1
2월 13일,일,7189 ,-5.9,0,4.1,2,0,0,0,0,2011,1,1
2월 14일,월,4914 ,-4,0,4.3,2,0,0,0,0,2011,0,0
2월 15일,화,0 ,-2.2,0,0,2,0,0,10,0,2011,0,0
2월 16일,수,4959 ,-1.3,0,5.8,2,0,0,0,0,2011,0,0
2월 17일,목,5623 ,0,0,5,2,0,0.1,0,0,2011,0,0
2월 18일,금,5672 ,1.1,0,0.1,2,0,0,0,0,2011,0,0
2월 19일,토,11327 ,1.1,0,3.4,2,0,0,0,0,2011,1,1
2월 20일,일,13099 ,4.1,0,1.8,2,0,0,0,0,2011,1,1
2월 21일,월,7446 ,5,0,0.9,2,0,0,0,0,2011,0,0
2월 22일,화,0 ,5.8,0,0.5,2,0,0,10,0,2011,0,0
2월 23일,수,7740 ,5.5,0,0.9,2,0,0,0,0,2011,0,0
2월 24일,목,7216 ,5.7,0,4.9,2,0,0,0,0,2011,0,0
2월 25일,금,6053 ,1.2,0,3.3,2,0,0,0,0,2011,0,0
2월 26일,토,12104 ,4.9,0,4.9,2,0,0,0,0,2011,1,1
2월 27일,일,3297 ,3,0,10,2,0,28.5,0,0,2011,1,1
2월 28일,월,8534 ,1.6,0,9.9,2,0,0.5,0,0,2011,0,0
3월 1일,화,5136 ,-0.6,1,6.6,3,0,2.3,0,0,2011,1,1
3월 2일,수,3802 ,-3.2,0,0.6,3,0,0,0,0,2011,0,0
3월 3일,목,3878 ,-3.1,0,0.3,3,0,0,0,0,2011,0,0
3월 4일,금,3850 ,-0.8,0,0,3,0,0,0,0,2011,0,0
3월 5일,토,8465 ,1.3,0,4.4,3,0,0,0,0,2011,1,1
3월 6일,일,9757 ,2.8,0,7,3,0,0,0,0,2011,1,1
3월 7일,월,5182 ,0.6,0,0.1,3,0,0,0,0,2011,0,0
3월 8일,화,0 ,0.8,0,1,3,0,0,10,0,2011,0,0
3월 9일,수,5032 ,-0.6,0,1.5,3,0,0,0,0,2011,0,0
3월 10일,목,4418 ,0.7,0,1.5,3,0,0,0,0,2011,0,0
3월 11일,금,5539 ,3.9,0,1.3,3,0,0,0,0,2011,0,0
3월 12일,토,15896 ,7.4,0,2.3,3,0,0,0,0,2011,1,1
3월 13일,일,13890 ,9.9,0,5.6,3,0,0,0,0,2011,1,1
3월 14일,월,5683 ,6,0,8.4,3,0,0,0,0,2011,0,0
3월 15일,화,0 ,0.4,0,3.9,3,0,0,10,0,2011,0,0
3월 16일,수,5281 ,-1.5,0,0.9,3,0,0,0,0,2011,0,0
3월 17일,목,6603 ,0,0,0,3,0,0,0,0,2011,0,0
3월 18일,금,5901 ,5.3,0,2.9,3,0,0,0,0,2011,0,0
3월 19일,토,11767 ,8.4,0,8,3,0,0,0,0,2011,1,1
3월 20일,일,6911 ,5.6,0,8.8,3,0,5,0,0,2011,1,1
3월 21일,월,7485 ,6.9,0,9.1,3,0,0,0,0,2011,0,0
3월 22일,화,0 ,0.9,0,1.8,3,0,0,10,0,2011,0,0
3월 23일,수,5855 ,1.3,0,0.9,3,0,0,0,0,2011,0,0
3월 24일,목,6826 ,2.3,0,5.5,3,0,5.8,0,0,2011,0,0
3월 25일,금,6408 ,0.9,0,1.1,3,0,0,0,0,2011,0,0
3월 26일,토,36093 ,2.7,0,0.3,3,0,0,0,0,2011,1,1
3월 27일,일,12647 ,4.7,0,7,3,0,0,0,0,2011,1,1
3월 28일,월,6756 ,4.3,0,6.9,3,0,1.5,0,0,2011,0,0
3월 29일,화,0 ,4.1,0,3.9,3,0,0,10,0,2011,0,0
3월 30일,수,10840 ,6.9,0,0.4,3,0,0,0,0,2011,0,0
3월 31일,목,8375 ,8.5,0,0.4,3,0,0,0,0,2011,0,0
4월 1일,금,6815 ,8.7,0,2.6,4,0,0,0,0,2011,0,0
4월 2일,토,10827 ,7.8,0,8.6,4,0,0,0,0,2011,1,1
4월 3일,일,14426 ,8.9,0,0.8,4,0,0,0,0,2011,1,1
4월 4일,월,10763 ,9.7,0,0.3,4,0,0,0,0,2011,0,0
4월 5일,화,0 ,10.7,0,0,4,0,0,10,0,2011,0,0
4월 6일,수,10807 ,10.1,0,6.4,4,0,0,0,0,2011,0,0
4월 7일,목,7152 ,8.2,0,10,4,0,7,0,0,2011,0,0
4월 8일,금,11429 ,10.6,0,4,4,0,0,0,0,2011,0,0
4월 9일,토,19397 ,9.6,0,1.3,4,0,0,0,0,2011,1,1
4월 10일,일,12565 ,10.4,0,7.1,4,0,1.5,0,0,2011,1,1
4월 11일,월,10671 ,9.2,0,1.3,4,0,0,0,0,2011,0,0
4월 12일,화,0 ,9.3,0,0,4,0,0,10,0,2011,0,0
4월 13일,수,14833 ,10.8,0,0,4,0,0,0,0,2011,0,0
4월 14일,목,18252 ,12.1,0,4.5,4,0,0,0,0,2011,0,0
4월 15일,금,13334 ,11.5,0,7.5,4,0,0.1,0,0,2011,0,0
4월 16일,토,19291 ,11.4,0,0,4,0,0,0,0,2011,1,1
4월 17일,일,15864 ,11.6,0,4,4,0,0,0,0,2011,1,1
4월 18일,월,11775 ,5.5,0,8.9,4,0,2,0,0,2011,0,0
4월 19일,화,0 ,9.7,0,3.4,4,0,0,10,0,2011,0,0
4월 20일,수,18365 ,10.3,0,1.3,4,0,0,0,0,2011,0,0
4월 21일,목,19556 ,12.5,0,7.8,4,0,0,0,0,2011,0,0
4월 22일,금,9873 ,7.5,0,9.1,4,0,19,0,0,2011,0,0
4월 23일,토,18731 ,9,0,2.3,4,0,0,0,0,2011,1,1
4월 24일,일,13095 ,9.1,0,2.4,4,0,0,0,0,2011,1,1
4월 25일,월,12530 ,10.5,0,7.1,4,0,0,0,0,2011,0,0
4월 26일,화,0 ,8.9,0,10,4,0,2.5,10,0,2011,0,0
4월 27일,수,14909 ,10.2,0,8.4,4,0,5,0,0,2011,0,0
4월 28일,목,15416 ,9.6,0,4,4,0,0,0,0,2011,0,0
4월 29일,금,13182 ,12,0,8.9,4,0,4,0,0,2011,0,0
4월 30일,토,5510 ,12.4,0,10,4,0,69,0,0,2011,1,1
5월 1일,일,11781 ,12.3,0,4.1,5,0,0,0,0,2011,1,1
5월 2일,월,12689 ,14,0,4.5,5,0,0,0,0,2011,0,0
5월 3일,화,0 ,15.2,0,2,5,0,0,10,0,2011,0,0
5월 4일,수,9923 ,15.4,0,5.5,5,0,0,0,0,2011,0,0
5월 5일,목,37538 ,17,1,2.5,5,0,0,0,0,2011,1,1
5월 6일,금,9656 ,14.4,0,8.5,5,0,0.5,0,0,2011,0,0
5월 7일,토,13477 ,14.5,0,6.6,5,0,3.5,0,0,2011,1,1
5월 8일,일,13913 ,17.5,0,6.3,5,0,0,0,0,2011,1,1
5월 9일,월,7497 ,17.3,0,10,5,0,4,0,0,2011,0,0
5월 10일,화,5392 ,15.6,1,10,5,0,6.5,0,0,2011,1,1
5월 11일,수,8419 ,15.9,0,7.9,5,0,14,0,0,2011,0,0
5월 12일,목,11978 ,14.7,0,5.9,5,0,0,0,0,2011,0,0
5월 13일,금,9741 ,13.8,0,0,5,0,0,0,0,2011,0,0
5월 14일,토,40019 ,16.2,0,0,5,0,0,0,0,2011,1,1
5월 15일,일,16623 ,16.5,0,3.6,5,0,0,0,0,2011,1,1
5월 16일,월,10251 ,15.6,0,1.3,5,0,0,0,0,2011,0,0
5월 17일,화,0 ,17.5,0,1.6,5,0,0,10,0,2011,0,0
5월 18일,수,18761 ,20,0,6.6,5,1,0,0,0,2011,0,0
5월 19일,목,22091 ,19.2,0,8.3,5,1,0.4,0,0,2011,0,0
5월 20일,금,14489 ,16.5,0,10,5,1,15,0,0,2011,0,0
5월 21일,토,24638 ,13.7,0,9.9,5,1,2,0,0,2011,1,1
5월 22일,일,39972 ,16.4,0,7.9,5,1,0,0,0,2011,1,1
5월 23일,월,9801 ,18.9,0,4.3,5,0,0,0,0,2011,0,0
5월 24일,화,0 ,20.6,0,5.5,5,0,0,10,0,2011,0,0
5월 25일,수,13822 ,22,0,7.8,5,0,0,0,0,2011,0,0
5월 26일,목,13377 ,19.6,0,9.5,5,0,0,0,0,2011,0,0
5월 27일,금,12194 ,19.3,0,3.6,5,0,0,0,0,2011,0,0
5월 28일,토,25707 ,21.9,0,3.6,5,0,0,0,0,2011,1,1
5월 29일,일,14782 ,23.4,0,0.8,5,0,0,0,0,2011,1,1
5월 30일,월,10036 ,21.6,0,6.9,5,0,0,0,0,2011,0,0
5월 31일,화,0 ,17.6,0,9.9,5,0,7.5,10,0,2011,0,0
6월 1일,수,9499 ,16.7,0,9.1,6,0,21.5,0,0,2011,0,0
6월 2일,목,11508 ,18.7,0,4,6,0,0,0,0,2011,0,0
6월 3일,금,9142 ,18.8,0,5,6,0,0,0,0,2011,0,0
6월 4일,토,16213 ,18,0,7.1,6,0,0.5,0,0,2011,1,1
6월 5일,일,24609 ,19.8,0,3.5,6,0,0,0,0,2011,1,1
6월 6일,월,18718 ,20.7,1,4.1,6,0,0,0,0,2011,1,1
6월 7일,화,0 ,20.3,0,6.4,6,0,0,10,0,2011,0,0
6월 8일,수,7735 ,21.4,0,4.9,6,0,1.5,0,0,2011,0,0
6월 9일,목,7953 ,18.7,0,8.6,6,0,0,0,0,2011,0,0
6월 10일,금,9107 ,20.8,0,8.8,6,0,0,0,0,2011,0,0
6월 11일,토,15038 ,24,0,2.5,6,0,0,0,0,2011,1,1
6월 12일,일,12485 ,22.9,0,7,6,0,0,0,0,2011,1,1
6월 13일,월,7189 ,20.2,0,5.3,6,0,0.5,0,0,2011,0,0
6월 14일,화,0 ,22.2,0,1.9,6,0,0,10,0,2011,0,0
6월 15일,수,8302 ,24.5,0,3.6,6,0,1,0,0,2011,0,0
6월 16일,목,7137 ,25.1,0,1.3,6,0,0,0,0,2011,0,0
6월 17일,금,6680 ,23.7,0,7.1,6,0,0,0,0,2011,0,0
6월 18일,토,12322 ,23.3,0,4.1,6,0,0,0,0,2011,1,1
6월 19일,일,10449 ,25.5,0,1.3,6,0,0,0,0,2011,1,1
6월 20일,월,6933 ,25.5,0,0.6,6,0,0,0,0,2011,0,0
6월 21일,화,0 ,23.3,0,1.6,6,0,0,10,0,2011,0,0
6월 22일,수,7063 ,21.7,0,9.8,6,0,16,0,0,2011,0,0
6월 23일,목,4453 ,21,0,10,6,0,41,0,0,2011,0,0
6월 24일,금,6371 ,18.4,0,10,6,0,10.5,0,0,2011,0,0
6월 25일,토,9116 ,16.5,0,10,6,0,37,0,0,2011,1,1
6월 26일,일,5568 ,17.5,0,9.9,6,0,40,0,0,2011,1,1
6월 27일,월,5760 ,17.5,0,9.9,6,0,11.5,0,0,2011,0,0
6월 28일,화,0 ,22.8,0,6.9,6,0,0.5,10,0,2011,0,0
6월 29일,수,4934 ,19.9,0,10,6,0,177,0,0,2011,0,0
6월 30일,목,7901 ,23.2,0,9.5,6,0,46,0,0,2011,0,0
7월 1일,금,8233 ,24.7,0,8.1,7,0,0,0,0,2011,0,0
7월 2일,토,12419 ,23.8,0,8.9,7,0,0,0,0,2011,1,1
7월 3일,일,3980 ,22,0,10,7,0,115,0,0,2011,1,1
7월 4일,월,9012 ,21.9,0,4.6,7,0,0,0,0,2011,0,0
7월 5일,화,0 ,24,0,1.9,7,0,0,10,0,2011,0,0
7월 6일,수,9034 ,24.6,0,6.8,7,0,0,0,0,2011,0,0
7월 7일,목,7716 ,22,0,10,7,0,42.5,0,0,2011,0,0
7월 8일,금,9710 ,21.7,0,10,7,0,13,0,0,2011,0,0
7월 9일,토,12041 ,22.6,0,8,7,0,15,0,0,2011,1,1
7월 10일,일,12178 ,23,0,9.3,7,0,6,0,0,2011,1,1
7월 11일,월,6933 ,20.1,0,10,7,0,42.5,0,0,2011,0,0
7월 12일,화,0 ,21.9,0,10,7,0,51.5,10,0,2011,0,0
7월 13일,수,10186 ,23.5,0,10,7,0,29,0,0,2011,0,0
7월 14일,목,0 ,22.6,0,10,7,0,38,10,0,2011,0,0
7월 15일,금,8522 ,22.6,0,10,7,0,15,0,0,2011,0,0
7월 16일,토,10106 ,22.2,0,9.9,7,0,54.5,0,0,2011,1,1
7월 17일,일,15152 ,24.8,0,8.9,7,0,1,0,0,2011,1,1
7월 18일,월,9454 ,27.6,0,5,7,0,0,0,0,2011,0,0
7월 19일,화,0 ,27,0,2.3,7,0,0,10,0,2011,0,0
7월 20일,수,9557 ,26.3,0,1.1,7,0,0,0,0,2011,0,0
7월 21일,목,8640 ,26.3,0,3,7,0,0,0,0,2011,0,0
7월 22일,금,9505 ,23,0,9.3,7,0,1.5,0,0,2011,0,0
7월 23일,토,16663 ,25.1,0,8.5,7,0,3,0,0,2011,1,1
7월 24일,일,13297 ,23.9,0,9.1,7,0,8,0,0,2011,1,1
7월 25일,월,11974 ,24.1,0,9.3,7,0,27.5,0,0,2011,0,0
7월 26일,화,0 ,24.1,0,8.6,7,0,171,10,0,2011,0,0
7월 27일,수,5078 ,23.2,0,10,7,0,301.5,0,0,2011,0,0
7월 28일,목,7528 ,23.7,0,10,7,0,115,0,0,2011,0,0
7월 29일,금,10481 ,25.5,0,8.1,7,0,7.5,0,0,2011,0,0
7월 30일,토,19545 ,26.6,0,7.3,7,0,0,0,0,2011,1,1
7월 31일,일,10605 ,23.5,0,9.6,7,0,73,0,0,2011,1,1
8월 1일,월,17918 ,24.2,0,9.4,8,0,0.5,0,0,2011,0,0
8월 2일,화,0 ,24.5,0,8.5,8,0,0.5,10,0,2011,0,0
8월 3일,수,15458 ,24.4,0,8.8,8,0,41.5,0,0,2011,0,0
8월 4일,목,11322 ,24.3,0,8.4,8,0,10,0,0,2011,0,0
8월 5일,금,12657 ,28.4,0,4.6,8,0,0,0,0,2011,0,0
8월 6일,토,17593 ,27.2,0,6.5,8,0,1.5,0,0,2011,1,1
8월 7일,일,14038 ,27.3,0,7.6,8,0,4.5,0,0,2011,1,1
8월 8일,월,9915 ,23.3,0,10,8,0,39.5,0,0,2011,0,0
8월 9일,화,0 ,24.8,0,8.9,8,0,0,10,0,2011,0,0
8월 10일,수,13895 ,24.8,0,8.5,8,0,0.3,0,0,2011,0,0
8월 11일,목,12985 ,25.6,0,8.5,8,0,0,0,0,2011,0,0
8월 12일,금,11964 ,24.3,0,10,8,0,19.5,0,0,2011,0,0
8월 13일,토,16619 ,24,0,9.5,8,0,6.5,0,0,2011,1,1
8월 14일,일,21835 ,23.8,0,10,8,0,9.5,0,0,2011,1,1
8월 15일,월,24969 ,23.7,1,9.5,8,0,0.5,0,0,2011,1,1
8월 16일,화,0 ,24.1,0,10,8,0,16,10,0,2011,0,0
8월 17일,수,12524 ,22.8,0,10,8,0,4,0,0,2011,0,0
8월 18일,목,15356 ,24.5,0,6.6,8,0,0,0,0,2011,0,0
8월 19일,금,13115 ,23.4,0,8.8,8,0,0,0,0,2011,0,0
8월 20일,토,21710 ,22.2,0,7.9,8,0,0.5,0,0,2011,1,1
8월 21일,일,18563 ,23.3,0,4,8,0,0,0,0,2011,1,1
8월 22일,월,14039 ,22.5,0,6.5,8,0,3.5,0,0,2011,0,0
8월 23일,화,0 ,23.3,0,3.5,8,0,0,10,0,2011,0,0
8월 24일,수,14483 ,22.9,0,5.9,8,0,0,0,0,2011,0,0
8월 25일,목,12016 ,24.1,0,5.6,8,0,0,0,0,2011,0,0
8월 26일,금,10932 ,24.5,0,6.8,8,0,0,0,0,2011,0,0
8월 27일,토,16770 ,25.9,0,6.3,8,0,0,0,0,2011,1,1
8월 28일,일,13558 ,26.3,0,5.3,8,0,0,0,0,2011,1,1
8월 29일,월,11983 ,25.8,0,6.3,8,0,0,0,0,2011,0,0
8월 30일,화,0 ,26.4,0,8,8,0,8.5,10,0,2011,0,0
8월 31일,수,10047 ,27.3,0,1,8,0,0,0,0,2011,0,0
9월 1일,목,8742 ,26.2,0,0.6,9,0,0,0,0,2011,0,0
9월 2일,금,9430 ,25.5,0,1.9,9,0,0,0,0,2011,0,0
9월 3일,토,14664 ,23.6,0,0.9,9,0,0,0,0,2011,1,1
9월 4일,일,15595 ,22.2,0,3.6,9,0,0,0,0,2011,1,1
9월 5일,월,9749 ,22.7,0,2,9,0,0,0,0,2011,0,0
9월 6일,화,0 ,22.3,0,0,9,0,0,10,0,2011,0,0
9월 7일,수,11809 ,21.8,0,6,9,0,0,0,0,2011,0,0
9월 8일,목,7876 ,21.2,0,7.5,9,0,0,0,0,2011,0,0
9월 9일,금,5964 ,18.6,0,9.8,9,0,2.5,0,0,2011,0,0
9월 10일,토,13783 ,19.7,0,9,9,0,0,0,0,2011,1,1
9월 11일,일,13497 ,19.4,1,9.4,9,0,0,0,0,2011,1,2
9월 12일,월,83102 ,22.3,4,8.9,9,0,0,0,0,2011,4,4
9월 13일,화,20859 ,24.2,1,7.1,9,0,0,0,0,2011,1,1
9월 14일,수,8631 ,23.7,0,6.6,9,0,0,0,0,2011,0,0
9월 15일,목,8031 ,24.8,0,4.9,9,0,0,0,0,2011,0,0
9월 16일,금,8236 ,24.4,0,6.3,9,0,0,0,0,2011,0,0
9월 17일,토,18453 ,24.2,0,7.3,9,0,0,0,0,2011,1,1
9월 18일,일,18017 ,19.2,0,8,9,0,0.5,0,0,2011,1,1
9월 19일,월,12796 ,15.4,0,7.8,9,0,0.1,0,0,2011,0,0
9월 20일,화,0 ,15.9,0,4.5,9,0,0,10,0,2011,0,0
9월 21일,수,16563 ,16.8,0,2,9,0,0,0,0,2011,0,0
9월 22일,목,15856 ,17.8,0,0.8,9,0,0,0,0,2011,0,0
9월 23일,금,18062 ,18.6,0,0.4,9,0,0,0,0,2011,0,0
9월 24일,토,21661 ,18.7,0,0.5,9,0,0,0,0,2011,1,1
9월 25일,일,19008 ,19,0,0.5,9,0,0,0,0,2011,1,1
9월 26일,월,13732 ,20.4,0,0,9,0,0,0,0,2011,0,0
9월 27일,화,2866 ,20.2,0,0,9,0,0,0,0,2011,0,0
9월 28일,수,15519 ,18.2,0,7.1,9,0,0,0,0,2011,0,0
9월 29일,목,10091 ,15.6,0,8.8,9,0,22.5,0,0,2011,0,0
9월 30일,금,15091 ,13.4,0,1.8,9,0,0,0,0,2011,0,0
10월 1일,토,19056 ,11.6,0,1,10,0,0,0,0,2011,1,1
10월 2일,일,32591 ,12.2,0,2.1,10,0,0,0,0,2011,1,1
10월 3일,월,26879 ,12.8,1,0.1,10,0,0,0,0,2011,1,1
10월 4일,화,0 ,14.1,0,2.6,10,0,0,10,0,2011,0,0
10월 5일,수,22302 ,15.2,0,5,10,1,0,0,0,2011,0,0
10월 6일,목,19335 ,15.2,0,2.6,10,1,0,0,0,2011,0,0
10월 7일,금,20390 ,14.6,0,0.3,10,1,0,0,0,2011,0,0
10월 8일,토,26383 ,15.6,0,0,10,1,0,0,0,2011,1,1
10월 9일,일,25761 ,15.7,0,5,10,1,0,0,0,2011,1,1
10월 10일,월,11583 ,16.3,0,5.1,10,0,0,0,0,2011,0,0
10월 11일,화,0 ,15.7,0,0.9,10,0,0,10,0,2011,0,0
10월 12일,수,16503 ,14,0,7.1,10,0,0,0,0,2011,0,0
10월 13일,목,17875 ,15.9,0,2.1,10,0,0,0,0,2011,0,0
10월 14일,금,13696 ,13.1,0,8.6,10,0,5,0,0,2011,0,0
10월 15일,토,11186 ,11.9,0,8.3,10,0,20,0,0,2011,1,1
10월 16일,일,15760 ,13.3,0,3.6,10,0,0.5,0,0,2011,1,1
10월 17일,월,14223 ,9.9,0,0.1,10,0,0,0,0,2011,0,0
10월 18일,화,0 ,8.7,0,0,10,0,0,10,0,2011,0,0
10월 19일,수,20036 ,12.3,0,1.1,10,0,0,0,0,2011,0,0
10월 20일,목,18237 ,14.4,0,5.6,10,0,0,0,0,2011,0,0
10월 21일,금,17246 ,15.6,0,8.3,10,0,0,0,0,2011,0,0
10월 22일,토,23154 ,16.2,0,5.5,10,0,0,0,0,2011,1,1
10월 23일,일,20115 ,15.7,0,6.5,10,0,0,0,0,2011,1,1
10월 24일,월,11498 ,11.1,0,8.4,10,0,1.5,0,0,2011,0,0
10월 25일,화,0 ,6.2,0,0,10,0,0,10,0,2011,0,0
10월 26일,수,17593 ,8.8,0,3.3,10,0,0,0,0,2011,0,0
10월 27일,목,19828 ,11.4,0,5.5,10,0,0,0,0,2011,0,0
10월 28일,금,16963 ,13.6,0,4.8,10,0,0,0,0,2011,0,0
10월 29일,토,19655 ,11.3,0,8.8,10,0,5,0,0,2011,1,1
10월 30일,일,28046 ,14,0,2.3,10,0,0,0,0,2011,1,1
10월 31일,월,12848 ,14.8,0,3.4,10,0,0,0,0,2011,0,0
11월 1일,화,0 ,15.6,0,3.1,11,0,0,10,0,2011,0,0
11월 2일,수,13327 ,16.3,0,6,11,0,0,0,0,2011,0,0
11월 3일,목,13796 ,16.5,0,1.1,11,0,0,0,0,2011,0,0
11월 4일,금,11548 ,17.2,0,8.9,11,0,1,0,0,2011,0,0
11월 5일,토,17266 ,18.8,0,8.1,11,0,0.1,0,0,2011,1,1
11월 6일,일,12213 ,13.4,0,8.3,11,0,12,0,0,2011,1,1
11월 7일,월,11356 ,14,0,6.5,11,0,0,0,0,2011,0,0
11월 8일,화,0 ,13.6,0,6.9,11,0,0,10,0,2011,0,0
11월 9일,수,12005 ,12.8,0,6.6,11,0,0,0,0,2011,0,0
11월 10일,목,12162 ,12.6,0,7.6,11,0,0,0,0,2011,0,0
11월 11일,금,11299 ,11.3,0,8.6,11,0,1,0,0,2011,0,0
11월 12일,토,20085 ,11,0,4.6,11,0,0,0,0,2011,1,1
11월 13일,일,17389 ,10.1,0,3.4,11,0,0,0,0,2011,1,1
11월 14일,월,11208 ,5.5,0,0,11,0,0,0,0,2011,0,0
11월 15일,화,0 ,6.5,0,0.8,11,0,0,10,0,2011,0,0
11월 16일,수,11569 ,10.1,0,5.9,11,0,0,0,0,2011,0,0
11월 17일,목,9231 ,12.2,0,8.5,11,0,0,0,0,2011,0,0
11월 18일,금,8552 ,12.9,0,9.8,11,0,6,0,0,2011,0,0
11월 19일,토,14614 ,9.5,0,5.8,11,0,0.2,0,0,2011,1,1
11월 20일,일,11713 ,-1,0,0.5,11,0,0,0,0,2011,1,1
11월 21일,월,10312 ,0.8,0,0,11,0,0,0,0,2011,0,0
11월 22일,화,0 ,4.2,0,9,11,0,0.1,10,0,2011,0,0
11월 23일,수,9558 ,1.6,0,8.3,11,0,4.5,0,0,2011,0,0
11월 24일,목,11584 ,-2.5,0,2,11,0,0,0,0,2011,0,0
11월 25일,금,11515 ,2,0,3.5,11,0,0,0,0,2011,0,0
11월 26일,토,12970 ,4.9,0,9.3,11,0,0,0,0,2011,1,1
11월 27일,일,11426 ,12.7,0,9.8,11,0,0,0,0,2011,1,1
11월 28일,월,11402 ,14,0,9,11,0,0.3,0,0,2011,0,0
11월 29일,화,0 ,10.4,0,9.5,11,0,1,10,0,2011,0,0
11월 30일,수,6218 ,3.7,0,9.9,11,0,30,0,0,2011,0,0
12월 1일,목,8378 ,4.1,0,6.9,12,0,0,0,0,2011,0,0
12월 2일,금,7315 ,4.1,0,8.6,12,0,1.5,0,0,2011,0,0
12월 3일,토,9427 ,4,0,5.8,12,0,3.5,0,0,2011,1,1
12월 4일,일,10896 ,1.8,0,2.9,12,0,0,0,0,2011,1,1
12월 5일,월,7610 ,0.8,0,4.8,12,0,0,0,0,2011,0,0
12월 6일,화,0 ,3.5,0,6.8,12,0,0,10,0,2011,0,0
12월 7일,수,9074 ,3,0,9,12,0,0,0,0,2011,0,0
12월 8일,목,8360 ,-1.1,0,4.8,12,0,0,0,0,2011,0,0
12월 9일,금,8594 ,-3.9,0,5.1,12,0,0,0,0,2011,0,0
12월 10일,토,9957 ,-2.5,0,4.4,12,0,0,0,0,2011,1,1
12월 11일,일,10627 ,1.8,0,7.5,12,0,0,0,0,2011,1,1
12월 12일,월,8460 ,2.9,0,3.6,12,0,0,0,0,2011,0,0
12월 13일,화,0 ,0.7,0,2.1,12,0,0,10,0,2011,0,0
12월 14일,수,9672 ,1.8,0,6.4,12,0,0,0,0,2011,0,0
12월 15일,목,6651 ,-5.3,0,0.8,12,0,0,0,0,2011,0,0
12월 16일,금,8388 ,-8.5,0,0.1,12,0,0,0,0,2011,0,0
