date,day,total,temp,공휴일,cloud,month,rain,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
1월 1일,일,5817 ,-3.1,1,5.4,1,0,2012,1,2
1월 2일,월,1693 ,-5.3,0,2.8,1,0,2012,0,0
1월 3일,화,1546 ,-5.1,0,7.5,1,0,2012,0,0
1월 4일,수,1146 ,-6.8,0,1.8,1,0,2012,0,0
1월 5일,목,1178 ,-6.9,0,1,1,0,2012,0,0
1월 6일,금,4129 ,-3.4,0,2.4,1,0,2012,0,0
1월 7일,토,4537 ,-5.4,0,0,1,0,2012,1,1
1월 8일,일,5124 ,-3.8,0,5.8,1,0,2012,1,1
1월 9일,월,1687 ,-0.9,0,6,1,0,2012,0,0
1월 10일,화,1641 ,-2.6,0,0.8,1,0,2012,0,0
1월 11일,수,1234 ,-5.9,0,0,1,0,2012,0,0
1월 12일,목,1481 ,-5.5,0,4.8,1,0,2012,0,0
1월 13일,금,3013 ,-1,0,3.4,1,0,2012,0,0
1월 14일,토,5214 ,-2,0,2.5,1,0,2012,1,1
1월 15일,일,6099 ,-2.9,0,5.4,1,0,2012,1,1
1월 16일,월,1973 ,-1.3,0,1.8,1,0,2012,0,0
1월 17일,화,1878 ,1.5,0,4.3,1,0,2012,0,0
1월 18일,수,2142 ,-0.1,0,4.3,1,0,2012,0,0
1월 19일,목,1788 ,4.2,0,9.1,1,0.5,2012,0,0
1월 20일,금,2073 ,4.8,0,9.4,1,0.5,2012,0,0
1월 21일,토,3189 ,2.2,1,7.5,1,0,2012,1,2
1월 22일,일,1924 ,-6.6,1,1.9,1,0,2012,1,2
1월 23일,월,1878 ,-9,1,0,1,0,2012,1,1
1월 24일,화,2555 ,-7.4,1,2.4,1,0.5,2012,1,1
1월 25일,수,1106 ,-8.3,0,0,1,0,2012,0,0
1월 26일,목,1645 ,-3.4,0,2.5,1,0,2012,0,0
1월 27일,금,1829 ,-1.1,0,4.3,1,0,2012,0,0
1월 28일,토,5521 ,-1.9,0,5.1,1,0,2012,1,1
1월 29일,일,6051 ,-3.1,0,0.5,1,0,2012,1,1
1월 30일,월,1337 ,-5.5,0,0.3,1,0,2012,0,0
1월 31일,화,1209 ,-4.8,0,6.9,1,3,2012,0,0
2월 1일,수,582 ,-11.7,0,0,2,0,2012,0,0
2월 2일,목,348 ,-13.5,0,0,2,0,2012,0,0
2월 3일,금,1594 ,-9,0,3.3,2,0,2012,0,0
2월 4일,토,3498 ,-2.8,0,3.4,2,0,2012,1,1
2월 5일,일,6058 ,-1.9,0,4,2,0,2012,1,1
2월 6일,월,1446 ,0.6,0,8.5,2,0,2012,0,0
2월 7일,화,882 ,-7.6,0,0,2,0,2012,0,0
2월 8일,수,599 ,-7.6,0,2.4,2,0,2012,0,0
2월 9일,목,938 ,-4.1,0,3.9,2,0,2012,0,0
2월 10일,금,1429 ,-3.1,0,3.8,2,0,2012,0,0
2월 11일,토,4820 ,-4,0,0,2,0,2012,1,1
2월 12일,일,9463 ,-0.4,0,4.6,2,0,2012,1,1
2월 13일,월,5650 ,1.9,0,6,2,0,2012,0,0
2월 14일,화,3273 ,2.6,0,3.6,2,0,2012,0,0
2월 15일,수,2157 ,-0.5,0,5.8,2,0,2012,0,0
2월 16일,목,1765 ,-2.3,0,1.3,2,0,2012,0,0
2월 17일,금,1100 ,-5.4,0,1,2,0,2012,0,0
2월 18일,토,2676 ,-6.2,0,0.9,2,0,2012,1,1
2월 19일,일,4782 ,-5.2,0,0,2,0,2012,1,1
2월 20일,월,3029 ,-1.6,0,0,2,0,2012,0,0
2월 21일,화,2956 ,0.5,0,5.6,2,0,2012,0,0
2월 22일,수,3710 ,4.2,0,6,2,0,2012,0,0
2월 23일,목,2769 ,4.7,0,7.6,2,0,2012,0,0
2월 24일,금,4324 ,3.6,0,7,2,0,2012,0,0
2월 25일,토,8463 ,1.6,0,6.6,2,0,2012,1,1
2월 26일,일,8523 ,-1,0,4.1,2,0,2012,1,1
2월 27일,월,3608 ,-1.2,0,0,2,0,2012,0,0
2월 28일,화,4370 ,0.7,0,5.5,2,0,2012,0,0
2월 29일,수,6226 ,4.3,0,3.8,2,0,2012,0,0
3월 1일,목,44840 ,7.7,0,6.5,3,0,2012,0,0
3월 2일,금,1821 ,6.5,0,8.5,3,0,2012,0,0
3월 3일,토,28016 ,6.9,0,5.4,3,0,2012,1,1
3월 4일,일,19505 ,6.8,0,8.4,3,0,2012,1,1
3월 5일,월,1100 ,5.5,0,10,3,8.5,2012,0,0
3월 6일,화,637 ,3.6,0,9.5,3,3,2012,0,0
3월 7일,수,2500 ,3.3,0,5.9,3,0,2012,0,0
3월 8일,목,1949 ,2.2,0,6.1,3,0,2012,0,0
3월 9일,금,4704 ,2.6,0,5.9,3,0,2012,0,0
3월 10일,토,18714 ,3.7,0,6.4,3,0,2012,1,1
3월 11일,일,6452 ,-1.6,0,1.6,3,0,2012,1,1
3월 12일,월,1241 ,-1.2,0,0,3,0,2012,0,0
3월 13일,화,2326 ,0.9,0,0.9,3,0,2012,0,0
3월 14일,수,2099 ,3.4,0,7.1,3,0,2012,0,0
3월 15일,목,3676 ,4.2,0,2.6,3,0,2012,0,0
3월 16일,금,1860 ,7.7,0,9.9,3,5,2012,0,0
3월 17일,토,23242 ,10.1,0,7.5,3,3.5,2012,1,1
3월 18일,일,32991 ,6.1,0,3.9,3,0,2012,1,1
3월 19일,월,1990 ,3.3,0,1.8,3,0,2012,0,0
3월 20일,화,2058 ,3.5,0,0.3,3,0,2012,0,0
3월 21일,수,2904 ,4.4,0,1.3,3,0,2012,0,0
3월 22일,목,2081 ,8.2,0,9.4,3,0,2012,0,0
3월 23일,금,1231 ,5.2,0,10,3,18.5,2012,0,0
3월 24일,토,6946 ,3.8,0,4.5,3,5,2012,1,1
3월 25일,일,8462 ,4,0,1.5,3,0,2012,1,1
3월 26일,월,2439 ,4.1,0,0,3,0,2012,0,0
3월 27일,화,3288 ,6.4,0,5,3,0,2012,0,0
3월 28일,수,4041 ,9.6,0,4,3,0,2012,0,0
3월 29일,목,4420 ,11.5,0,7,3,0,2012,0,0
3월 30일,금,2694 ,9.6,0,8.9,3,0,2012,0,0
3월 31일,토,16077 ,6.5,0,2.5,3,0,2012,1,1
4월 1일,일,17488 ,4.7,0,0,4,0,2012,1,1
4월 2일,월,1739 ,8.3,0,9.1,4,22,2012,0,0
4월 3일,화,1051 ,5.5,0,6.4,4,44.5,2012,0,0
4월 4일,수,4274 ,7.5,0,0.3,4,0,2012,0,0
4월 5일,목,4718 ,7.1,0,0.5,4,0,2012,0,0
4월 6일,금,5085 ,6,0,2.3,4,0,2012,0,0
4월 7일,토,19488 ,6.2,0,0,4,0,2012,1,1
4월 8일,일,34139 ,11.5,0,2.5,4,0,2012,1,1
4월 9일,월,7192 ,15.5,0,5.1,4,0,2012,0,0
4월 10일,화,3823 ,13.6,0,9.3,4,8,2012,0,0
4월 11일,수,26040 ,12.6,1,6.1,4,2,2012,1,1
4월 12일,목,5608 ,8.9,0,6.1,4,0,2012,0,0
4월 13일,금,8164 ,10.5,0,8,4,0,2012,0,0
4월 14일,토,44200 ,10.8,0,3.4,4,0,2012,1,1
4월 15일,일,54060 ,13.7,0,4.4,4,0,2012,1,1
4월 16일,월,8494 ,11.7,0,3.3,4,0,2012,0,0
4월 17일,화,14044 ,12.6,0,0,4,0,2012,0,0
4월 18일,수,13682 ,14.5,0,4.6,4,0,2012,0,0
4월 19일,목,16815 ,16.2,0,5.9,4,0,2012,0,0
4월 20일,금,20067 ,18.6,0,6,4,0,2012,0,0
4월 21일,토,2712 ,12.5,0,9.8,4,50,2012,1,1
4월 22일,일,2237 ,9.9,0,10,4,10,2012,1,1
4월 23일,월,9313 ,13.3,0,7,4,0,2012,0,0
4월 24일,화,18945 ,18.9,0,5,4,0,2012,0,0
4월 25일,수,701 ,15.1,0,10,4,28.5,2012,0,0
4월 26일,목,12742 ,12.1,0,1.6,4,1.5,2012,0,0
4월 27일,금,18126 ,15,0,0.8,4,0,2012,0,0
4월 28일,토,47761 ,16.9,0,1.3,4,0,2012,1,1
4월 29일,일,55424 ,18.8,0,7.3,4,0,2012,1,1
4월 30일,월,23569 ,21.8,0,0,4,0,2012,0,0
5월 1일,화,39330 ,21,0,7.1,5,0,2012,0,0
5월 2일,수,7337 ,22,0,3,5,0,2012,0,0
5월 3일,목,14741 ,19.6,0,2.5,5,0,2012,0,0
5월 4일,금,20176 ,19.4,0,0,5,0,2012,0,0
5월 5일,토,65214 ,19.2,1,1.9,5,0,2012,1,2
5월 6일,일,26618 ,17.2,0,0.8,5,0,2012,1,1
5월 7일,월,7122 ,17.3,0,2,5,0,2012,0,0
5월 8일,화,6714 ,19.3,0,5,5,0,2012,0,0
5월 9일,수,10484 ,19.7,0,1.3,5,0,2012,0,0
5월 10일,목,12853 ,19.9,0,2.8,5,0,2012,0,0
5월 11일,금,16390 ,16.7,0,9.3,5,0,2012,0,0
5월 12일,토,41830 ,17.4,0,7.4,5,0,2012,1,1
5월 13일,일,30496 ,19.2,0,7,5,0,2012,1,1
5월 14일,월,5050 ,15.5,0,10,5,11,2012,0,0
5월 15일,화,9973 ,17.4,0,6,5,0,2012,0,0
5월 16일,수,10048 ,16.9,0,6.8,5,0,2012,0,0
5월 17일,목,8856 ,16,0,3.9,5,0.5,2012,0,0
5월 18일,금,16014 ,17.2,0,2.3,5,0,2012,0,0
5월 19일,토,35780 ,18.1,0,4.6,5,0,2012,1,1
5월 20일,일,32067 ,20,0,0,5,0,2012,1,1
5월 21일,월,9871 ,21.2,0,0.3,5,0,2012,0,0
5월 22일,화,9685 ,21.9,0,3.5,5,0,2012,0,0
5월 23일,수,11842 ,21.4,0,3.8,5,0,2012,0,0
5월 24일,목,8096 ,19.1,0,6.8,5,0,2012,0,0
5월 25일,금,15412 ,19.9,0,3.3,5,0,2012,0,0
5월 26일,토,38601 ,18.9,0,3.1,5,0,2012,1,1
5월 27일,일,52636 ,19.7,0,3.9,5,0.5,2012,1,1
5월 28일,월,51979 ,20.3,1,7.3,5,9,2012,1,1
5월 29일,화,9658 ,21.2,0,6.6,5,0,2012,0,0
5월 30일,수,5330 ,19.4,0,8.6,5,0,2012,0,0
5월 31일,목,9733 ,20.2,0,3.9,5,0,2012,0,0
6월 1일,금,11620 ,20.5,0,5.4,6,0,2012,0,0
6월 2일,토,33738 ,22.2,0,6.1,6,0,2012,1,1
6월 3일,일,36422 ,22.4,0,2,6,0,2012,1,1
6월 4일,월,8195 ,22.7,0,4.1,6,0,2012,0,0
6월 5일,화,17044 ,22.8,0,4.9,6,0,2012,0,0
6월 6일,수,48921 ,23.4,1,7.5,6,0,2012,1,1
6월 7일,목,8318 ,22.5,0,6.4,6,0,2012,0,0
6월 8일,금,10673 ,21.5,0,8.3,6,2,2012,0,0
6월 9일,토,31089 ,23.6,0,5.1,6,0,2012,1,1
6월 10일,일,25517 ,23.6,0,6.1,6,0,2012,1,1
6월 11일,월,5856 ,23.5,0,7.4,6,0,2012,0,0
6월 12일,화,8273 ,23,0,6.6,6,0,2012,0,0
6월 13일,수,8521 ,23,0,4.1,6,0,2012,0,0
6월 14일,목,9094 ,24.9,0,5.3,6,0,2012,0,0
6월 15일,금,11206 ,23.3,0,6.5,6,0,2012,0,0
6월 16일,토,21483 ,23.6,0,5,6,0,2012,1,1
6월 17일,일,22372 ,23.6,0,2,6,0,2012,1,1
6월 18일,월,5432 ,24.4,0,7.3,6,0,2012,0,0
6월 19일,화,6506 ,25.9,0,4.1,6,0,2012,0,0
6월 20일,수,5712 ,24.9,0,3.5,6,0,2012,0,0
6월 21일,목,5930 ,25.6,0,2.6,6,0,2012,0,0
6월 22일,금,8983 ,24.2,0,5.1,6,0,2012,0,0
6월 23일,토,17365 ,25.7,0,3.3,6,0,2012,1,1
6월 24일,일,17037 ,26.8,0,5.8,6,0,2012,1,1
6월 25일,월,6791 ,26.2,0,2.4,6,0,2012,0,0
6월 26일,화,4732 ,24.4,0,5.5,6,0,2012,0,0
6월 27일,수,4717 ,24.5,0,3,6,0,2012,0,0
6월 28일,목,4714 ,24.6,0,6.9,6,0,2012,0,0
6월 29일,금,4689 ,26.2,0,8.1,6,18,2012,0,0
6월 30일,토,2910 ,22.4,0,10,6,108.5,2012,1,1
7월 1일,일,15464 ,22.2,0,8.4,7,0,2012,1,1
7월 2일,월,3163 ,24.5,0,7.5,7,0,2012,0,0
7월 3일,화,3520 ,23.4,0,7.3,7,0,2012,0,0
7월 4일,수,5461 ,25.4,0,8.6,7,0,2012,0,0
7월 5일,목,961 ,23.4,0,10,7,56,2012,0,0
