date,day,total,temp,holiday,cloud,month,NightOpen,rain,closed,culture,year,holiday&weekend,holiday+weekend
12월 18일,화,0 ,-8.7,0,0,12,0,0,10,0,2012,0,0
12월 19일,수,7786 ,-8.3,1,0.9,12,0,0,0,0,2012,1,1
12월 20일,목,5748 ,-4.6,0,2.6,12,0,0,0,0,2012,0,0
12월 21일,금,5354 ,-2.6,0,8.4,12,0,1.8,0,0,2012,0,0
12월 22일,토,9637 ,-4.7,0,4.1,12,0,0,0,0,2012,1,1
12월 23일,일,8643 ,-10.6,0,1.8,12,0,0,0,0,2012,1,1
12월 24일,월,7952 ,-10.2,0,2.4,12,0,0,0,0,2012,0,0
12월 25일,화,3543 ,-10.2,1,1.6,12,0,1,0,0,2012,1,1
12월 26일,수,7141 ,-12.1,0,1,12,0,0,0,0,2012,0,0
12월 27일,목,7875 ,-7,0,4.4,12,0,0,0,0,2012,0,0
12월 28일,금,9355 ,-2.2,0,7.4,12,0,0,0,0,2012,0,0
12월 29일,토,12292 ,-1.4,0,8.6,12,0,4.1,0,0,2012,1,1
12월 30일,일,13600 ,-9.7,0,2,12,0,2.3,0,0,2012,1,1
12월 31일,월,14540 ,-9.9,0,1.5,12,0,0,0,0,2012,0,0
