date,day,total,temp,공휴일,cloud,month,rain,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
5월 30일,화,8825 ,22.5,0,4.8,5,0,2017,0,0
5월 31일,수,6836 ,22,0,6.1,5,0,2017,0,0
6월 1일,목,9190 ,23.1,0,4.5,6,0,2017,0,0
6월 2일,금,10915 ,20.2,0,2.8,6,0,2017,0,0
6월 3일,토,33239 ,20,0,1.8,6,0,2017,1,1
6월 4일,일,36290 ,20.5,0,1.1,6,0,2017,1,1
6월 5일,월,18592 ,22.2,0,4,6,0,2017,0,0
6월 6일,화,22602 ,18.4,1,9.6,6,7,2017,1,1
6월 7일,수,1871 ,17.7,0,9.1,6,8.5,2017,0,0
6월 8일,목,23381 ,19.9,0,6.1,6,0,2017,0,0
6월 9일,금,15512 ,21.2,0,4.8,6,2,2017,0,0
6월 10일,토,21501 ,20.2,0,7,6,4,2017,1,1
6월 11일,일,23498 ,21.5,0,0.5,6,0,2017,1,1
6월 12일,월,3589 ,21,0,5,6,0,2017,0,0
6월 13일,화,3915 ,20.8,0,5.6,6,0,2017,0,0
6월 14일,수,4146 ,20.9,0,2.8,6,0,2017,0,0
6월 15일,목,6991 ,22.7,0,1.3,6,0,2017,0,0
6월 16일,금,3307 ,24.1,0,0,6,0,2017,0,0
6월 17일,토,10224 ,23,0,0,6,0,2017,1,1
6월 18일,일,8647 ,23.4,0,0,6,0,2017,1,1
6월 19일,월,2163 ,23.6,0,4.9,6,0,2017,0,0
6월 20일,화,2530 ,24.8,0,6.5,6,0,2017,0,0
6월 21일,수,2201 ,24.6,0,3.4,6,0,2017,0,0
6월 22일,목,12935 ,24.8,0,3.4,6,0,2017,0,0
6월 23일,금,2122 ,25.9,0,3,6,0,2017,0,0
6월 24일,토,6202 ,23.2,0,9.3,6,5,2017,1,1
6월 25일,일,6163 ,23.3,0,7.5,6,0.5,2017,1,1
6월 26일,월,1272 ,22.6,0,8.8,6,34,2017,0,0
6월 27일,화,2243 ,24.6,0,7,6,0,2017,0,0
6월 28일,수,2113 ,25.6,0,6.5,6,0,2017,0,0
6월 29일,목,2120 ,25.4,0,3.9,6,0,2017,0,0
6월 30일,금,2103 ,25.7,0,7.4,6,0,2017,0,0
7월 1일,토,7808 ,24.4,0,9.5,7,2,2017,1,1
7월 2일,일,1443 ,24.6,0,10,7,78.5,2017,1,1
7월 3일,월,807 ,25.3,0,10,7,18,2017,0,0
7월 4일,화,1715 ,26.3,0,5.9,7,37,2017,0,0
7월 5일,수,1349 ,27.1,0,4.5,7,0,2017,0,0
7월 6일,목,1251 ,26.7,0,5.1,7,1,2017,0,0
7월 7일,금,870 ,26.5,0,8.4,7,9,2017,0,0
7월 8일,토,1700 ,26,0,9.8,7,9.5,2017,1,1
7월 9일,일,3440 ,26.4,0,9.6,7,36,2017,1,1
7월 10일,월,338 ,24.4,0,10,7,119,2017,0,0
7월 11일,화,1480 ,26.5,0,8.6,7,2.5,2017,0,0
7월 12일,수,1597 ,27,0,5.5,7,0.5,2017,0,0
7월 13일,목,1176 ,26.8,0,1.9,7,0,2017,0,0
7월 14일,금,1349 ,27.8,0,6.6,7,6.5,2017,0,0
7월 15일,토,1935 ,24.6,0,10,7,56.5,2017,1,1
7월 16일,일,4589 ,25.6,0,10,7,59.5,2017,1,1
7월 17일,월,1188 ,26.3,0,9.9,7,0.5,2017,0,0
7월 18일,화,1458 ,26.1,0,8,7,1,2017,0,0
7월 19일,수,1180 ,28.1,0,6.8,7,0,2017,0,0
7월 20일,목,931 ,29.6,0,4,7,0,2017,0,0
7월 21일,금,1076 ,29.9,0,8,7,0,2017,0,0
7월 22일,토,2501 ,29.4,0,9.3,7,0.5,2017,1,1
7월 23일,일,696 ,26.9,0,10,7,28.5,2017,1,1
7월 24일,월,696 ,25.9,0,9,7,13.5,2017,0,0
7월 25일,화,1318 ,29.2,0,5.8,7,0,2017,0,0
7월 26일,수,1267 ,27.7,0,2.8,7,0,2017,0,0
7월 27일,목,10889 ,26.1,0,8.5,7,4.5,2017,0,0
7월 28일,금,772 ,25.2,0,9.9,7,40,2017,0,0
7월 29일,토,5834 ,26.7,0,7,7,0,2017,1,1
7월 30일,일,5761 ,27.6,0,5.5,7,0,2017,1,1
7월 31일,월,1771 ,24.5,0,9.6,7,10,2017,0,0
8월 1일,화,3932 ,27.7,0,6.1,8,4,2017,0,0
8월 2일,수,1976 ,28.5,0,4.6,8,9,2017,0,0
8월 3일,목,1923 ,28.3,0,4,8,0,2017,0,0
8월 4일,금,2164 ,28.9,0,4.1,8,0,2017,0,0
8월 5일,토,2745 ,29.9,0,3.5,8,0,2017,1,1
8월 6일,일,2350 ,28.2,0,7,8,11.5,2017,1,1
8월 7일,월,1236 ,28.2,0,3.5,8,0,2017,0,0
8월 8일,화,1504 ,27.2,0,8,8,0,2017,0,0
8월 9일,수,1601 ,26.4,0,9.6,8,3,2017,0,0
8월 10일,목,943 ,24.2,0,9.6,8,112,2017,0,0
8월 11일,금,1903 ,26.4,0,6.8,8,1.5,2017,0,0
8월 12일,토,6396 ,26.3,0,4.6,8,0,2017,1,1
8월 13일,일,10371 ,25.7,0,9.5,8,0,2017,1,1
8월 14일,월,1847 ,23.8,0,9.8,8,3.5,2017,0,0
8월 15일,화,831 ,22,1,10,8,71.5,2017,1,1
8월 16일,수,2011 ,23.3,0,9.4,8,4.5,2017,0,0
8월 17일,목,1883 ,24.6,0,6.8,8,0.5,2017,0,0
8월 18일,금,2773 ,25.7,0,5.6,8,0,2017,0,0
8월 19일,토,10675 ,25.1,0,8.6,8,1.5,2017,1,1
8월 20일,일,1453 ,23.7,0,10,8,106,2017,1,1
8월 21일,월,4392 ,25.7,0,7.8,8,11.5,2017,0,0
8월 22일,화,2413 ,27,0,4.3,8,0,2017,0,0
8월 23일,수,724 ,27.1,0,8.8,8,20,2017,0,0
8월 24일,목,572 ,26.5,0,9.1,8,15.5,2017,0,0
8월 25일,금,2284 ,24.9,0,5.8,8,0,2017,0,0
8월 26일,토,14474 ,23.2,0,1.9,8,0,2017,1,1
8월 27일,일,16798 ,21.1,0,8.4,8,0,2017,1,1
8월 28일,월,1469 ,20.5,0,9.1,8,14.5,2017,0,0
8월 29일,화,3436 ,19.8,0,6,8,0,2017,0,0
8월 30일,수,2860 ,18.6,0,8.1,8,0,2017,0,0
8월 31일,목,3217 ,20.8,0,1.4,8,0,2017,0,0
9월 1일,금,3429 ,21.4,0,0.1,9,0,2017,0,0
9월 2일,토,23313 ,21.9,0,2.6,9,0,2017,1,1
9월 3일,일,23991 ,22.6,0,3.1,9,0,2017,1,1
9월 4일,월,2911 ,23.6,0,5.8,9,0,2017,0,0
9월 5일,화,2184 ,20.2,0,9.8,9,0,2017,0,0
9월 6일,수,1803 ,19.6,0,10,9,1.5,2017,0,0
9월 7일,목,4453 ,20.7,0,5.8,9,0,2017,0,0
9월 8일,금,4176 ,23,0,4,9,0,2017,0,0
9월 9일,토,17303 ,22.3,0,4.3,9,0,2017,1,1
9월 10일,일,16529 ,21.5,0,8.1,9,0,2017,1,1
9월 11일,월,10956 ,20.4,0,6.5,9,18,2017,0,0
9월 12일,화,3800 ,21.1,0,0.4,9,0,2017,0,0
9월 13일,수,3875 ,19.7,0,0,9,0,2017,0,0
9월 14일,목,3009 ,19.8,0,1.4,9,0,2017,0,0
9월 15일,금,5715 ,20.8,0,3.3,9,0,2017,0,0
9월 16일,토,20881 ,19.6,0,2.4,9,0,2017,1,1
9월 17일,일,21699 ,21.7,0,3.3,9,0,2017,1,1
9월 18일,월,4196 ,20.1,0,0.9,9,0,2017,0,0
9월 19일,화,2313 ,22.1,0,8.5,9,2.5,2017,0,0
9월 20일,수,6149 ,18.5,0,0.9,9,0,2017,0,0
9월 21일,목,4800 ,17.9,0,0.3,9,0,2017,0,0
9월 22일,금,7283 ,18.8,0,3,9,0,2017,0,0
9월 23일,토,17515 ,20.2,0,5.3,9,0,2017,1,1
9월 24일,일,14520 ,22.6,0,6.3,9,0,2017,1,1
9월 25일,월,2522 ,21.6,0,3.6,9,0,2017,0,0
9월 26일,화,3580 ,22.5,0,5.4,9,0,2017,0,0
9월 27일,수,2494 ,21.3,0,8.8,9,0.5,2017,0,0
9월 28일,목,4031 ,18.8,0,2.3,9,0,2017,0,0
9월 29일,금,6538 ,15.2,0,3.3,9,0,2017,0,0
9월 30일,토,12712 ,18.4,0,2.6,9,0,2017,1,1
10월 1일,일,6413 ,16.6,0,8.6,10,8,2017,1,1
10월 2일,월,21387 ,20.6,1,2.9,10,5,2017,1,1
10월 3일,화,16489 ,16.6,1,5.5,10,0,2017,1,1
10월 4일,수,19220 ,15.6,4,5.5,10,0,2017,4,4
10월 5일,목,32576 ,16.7,1,7.9,10,0,2017,1,1
10월 6일,금,20948 ,17.7,1,8,10,0,2017,1,1
10월 7일,토,32091 ,20.3,0,7.1,10,0,2017,1,1
10월 8일,일,29251 ,20.8,0,5.1,10,0,2017,1,1
10월 9일,월,21174 ,21.1,0.0000001,4.3,10,0,2017,0.0000001,0.0000001
10월 10일,화,2304 ,20.3,0,7.6,10,0.5,2017,0,0
10월 11일,수,2107 ,15.5,0,9.1,10,27,2017,0,0
10월 12일,목,3902 ,11.2,0,7,10,0,2017,0,0
10월 13일,금,6403 ,11,0,4.6,10,0,2017,0,0
10월 14일,토,16985 ,12.4,0,4.8,10,0,2017,1,1
10월 15일,일,19657 ,12.8,0,5.4,10,0,2017,1,1
10월 16일,월,6706 ,14.7,0,7.8,10,0,2017,0,0
10월 17일,화,14032 ,13.1,0,0.9,10,0,2017,0,0
10월 18일,수,5007 ,15.1,0,9,10,0,2017,0,0
10월 19일,목,5915 ,14.6,0,4.4,10,0,2017,0,0
10월 20일,금,10375 ,14.1,0,0.3,10,0,2017,0,0
10월 21일,토,22658 ,14.1,0,0,10,0,2017,1,1
10월 22일,일,25073 ,14.5,0,1.1,10,0,2017,1,1
10월 23일,월,4545 ,11.3,0,0.1,10,0,2017,0,0
10월 24일,화,19454 ,11.2,0,3,10,0,2017,0,0
10월 25일,수,4625 ,11.8,0,1.8,10,0,2017,0,0
10월 26일,목,5123 ,12.8,0,7.8,10,0,2017,0,0
10월 27일,금,8431 ,14.2,0,2.3,10,0,2017,0,0
10월 28일,토,26879 ,13.9,0,0,10,0,2017,1,1
10월 29일,일,19514 ,10.6,0,0.3,10,0,2017,1,1
10월 30일,월,3338 ,6,0,0,10,0,2017,0,0
10월 31일,화,5768 ,8,0,1.3,10,0,2017,0,0
11월 1일,수,3363 ,13.4,0,9.1,11,0,2017,0,0
11월 2일,목,2669 ,15.1,0,7.6,11,0,2017,0,0
11월 3일,금,3156 ,12,0,4.1,11,2,2017,0,0
11월 4일,토,12087 ,6.5,0,2.4,11,0,2017,1,1
11월 5일,일,12762 ,6.3,0,2,11,0,2017,1,1
11월 6일,월,3340 ,9.9,0,4.9,11,0,2017,0,0
11월 7일,화,3494 ,14.2,0,9.1,11,0,2017,0,0
11월 8일,수,2653 ,12.6,0,3.1,11,0,2017,0,0
11월 9일,목,3089 ,7.1,0,0,11,0,2017,0,0
11월 10일,금,2353 ,8.8,0,4.1,11,8.5,2017,0,0
11월 11일,토,8008 ,4.9,0,0,11,0,2017,1,1
11월 12일,일,9312 ,3.4,0,1.8,11,0,2017,1,1
11월 13일,월,1611 ,7.9,0,8.3,11,1.5,2017,0,0
11월 14일,화,2003 ,7.6,0,1.1,11,0,2017,0,0
11월 15일,수,1404 ,3.2,0,3.1,11,0,2017,0,0
11월 16일,목,1245 ,-0.1,0,0,11,0,2017,0,0
11월 17일,금,1388 ,2.5,0,7.3,11,0,2017,0,0
11월 18일,토,2759 ,-1.6,0,0,11,0,2017,1,1
11월 19일,일,1918 ,-1.3,0,2.3,11,0,2017,1,1
11월 20일,월,857 ,-1.1,0,3.4,11,0,2017,0,0
11월 21일,화,1581 ,-0.5,0,0.3,11,0,2017,0,0
11월 22일,수,1041 ,4.5,0,5.3,11,1.5,2017,0,0
11월 23일,목,1927 ,0.7,0,4.9,11,0.5,2017,0,0
11월 24일,금,747 ,-0.8,0,4.8,11,0.5,2017,0,0
11월 25일,토,1384 ,2.4,0,6.9,11,26,2017,1,1
11월 26일,일,2487 ,3.4,0,2.1,11,0,2017,1,1
11월 27일,월,1072 ,0.6,0,0.8,11,0,2017,0,0
11월 28일,화,1139 ,5.1,0,6.9,11,0,2017,0,0
11월 29일,수,795 ,3.3,0,4.6,11,0,2017,0,0
11월 30일,목,11318 ,-2,0,1.9,11,0,2017,0,0
12월 1일,금,718 ,-2.7,0,2,12,0,2017,0,0
12월 2일,토,2168 ,0.1,0,3.1,12,0,2017,1,1
12월 3일,일,1991 ,4.6,0,9,12,2.5,2017,1,1
12월 4일,월,719 ,-0.8,0,2,12,0,2017,0,0
12월 5일,화,630 ,-4.1,0,2,12,0,2017,0,0
12월 6일,수,721 ,0.4,0,6.3,12,3,2017,0,0
12월 7일,목,911 ,1.1,0,4,12,0,2017,0,0
12월 8일,금,643 ,-3.4,0,3.1,12,0,2017,0,0
12월 9일,토,1792 ,-1.9,0,5.8,12,0,2017,1,1
12월 10일,일,1024 ,1.2,0,6.6,12,8,2017,1,1
12월 11일,월,479 ,-6.4,0,0.1,12,0,2017,0,0
12월 12일,화,324 ,-9,0,0,12,0,2017,0,0
12월 13일,수,462 ,-8.9,0,0,12,0,2017,0,0
12월 14일,목,761 ,-7.5,0,5.5,12,0,2017,0,0
12월 15일,금,627 ,-3.2,0,6.9,12,0,2017,0,0
12월 16일,토,1206 ,-5.1,0,0.1,12,0,2017,1,1
12월 17일,일,996 ,-7.2,0,1.3,12,0,2017,1,1
12월 18일,월,420 ,-0.5,0,6.6,12,2,2017,0,0
12월 19일,화,657 ,-4.9,0,0.3,12,0,2017,0,0
12월 20일,수,2985 ,-4,0,6.6,12,0,2017,0,0
12월 21일,목,653 ,-2.3,0,1,12,0,2017,0,0
12월 22일,금,804 ,1.8,0,7.3,12,0,2017,0,0
12월 23일,토,1910 ,4.2,0,8.1,12,0,2017,1,1
12월 24일,일,403 ,2.5,0,7.3,12,17.5,2017,1,1
12월 25일,월,2028 ,-2.2,1,2.1,12,0,2017,1,1
12월 26일,화,772 ,-3.9,0,2,12,0,2017,0,0
12월 27일,수,488 ,-6.9,0,0,12,0,2017,0,0
12월 28일,목,778 ,-1.8,0,7.8,12,0,2017,0,0
12월 29일,금,853 ,1.3,0,5.5,12,0,2017,0,0
12월 30일,토,1520 ,0.6,0,9.9,12,1,2017,1,1
12월 31일,일,1868 ,0.4,0,1.8,12,0,2017,1,1
