date,day,total,temper,공휴일,cloud,month,night,rain,closed,culture,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
5월 22일,금,21922,19.7,0,2.9,5,0,0,0,0,2015,0,0
5월 23일,토,32278,20.2,0,1.9,5,0,0,0,0,2015,1,1
5월 24일,일,33285,20.9,0,0,5,0,0,0,0,2015,1,1
5월 25일,월,25274,20.3,1,0,5,0,0,0,0,2015,1,1
5월 26일,화,0,21.4,0,0.1,5,0,0,10,0,2015,0,0
5월 27일,수,23764,23.5,0,2,5,0,0,0,1,2015,0,0
5월 28일,목,17639,23.9,0,2.8,5,0,0,0,0,2015,0,0
5월 29일,금,19728,23.3,0,7.3,5,0,0,0,0,2015,0,0
5월 30일,토,18777,18.5,0,6.1,5,0,0.4,0,0,2015,1,1
5월 31일,일,21841,20.9,0,3,5,0,0,0,0,2015,1,1
6월 1일,월,14206,21.6,0,5.6,6,0,0,0,0,2015,0,0
6월 2일,화,0,22,0,7.8,6,0,0,10,0,2015,0,0
6월 3일,수,14937,21.5,0,2.6,6,0,0,0,0,2015,0,0
6월 4일,목,10012,23.6,0,4.6,6,0,0,0,0,2015,0,0
6월 5일,금,10279,17.5,0,9.3,6,0,1,0,0,2015,0,0
6월 6일,토,15315,20.9,1,3.5,6,0,0,0,0,2015,1,2
6월 7일,일,9400,22.4,0,3.4,6,0,0,0,0,2015,1,1
6월 8일,월,6568,21.1,0,7.9,6,0,0,0,0,2015,0,0
6월 9일,화,0,21,0,4.1,6,0,0,10,0,2015,0,0
6월 10일,수,5266,24.1,0,2.6,6,0,0,0,0,2015,0,0
6월 11일,목,4289,23.4,0,7.3,6,0,7.5,0,0,2015,0,0
6월 12일,금,3451,22.3,0,5.8,6,0,0.5,0,0,2015,0,0
6월 13일,토,5557,23.4,0,7.1,6,0,0.5,0,0,2015,1,1
6월 14일,일,4611,21.5,0,5.3,6,0,15.5,0,0,2015,1,1
6월 15일,월,2784,22.9,0,6.3,6,0,0,0,0,2015,0,0
6월 16일,화,0,23.8,0,4.6,6,0,0,10,0,2015,0,0
6월 17일,수,2383,21.9,0,5.4,6,0,9.5,0,0,2015,0,0
6월 18일,목,2533,23,0,7.1,6,0,3,0,0,2015,0,0
6월 19일,금,3176,22.6,0,5.8,6,0,0,0,0,2015,0,0
6월 20일,토,1874,18.4,0,7.5,6,0,44.5,0,0,2015,1,1
6월 21일,일,6009,21.2,0,0.9,6,0,0,0,0,2015,1,1
6월 22일,월,2856,23.2,0,3.8,6,0,0,0,0,2015,0,0
6월 23일,화,0,23.9,0,2.9,6,0,0,10,0,2015,0,0
6월 24일,수,3733,24.3,0,6.1,6,0,0,0,1,2015,0,0
6월 25일,목,2545,23.4,0,8.9,6,0,2,0,0,2015,0,0
6월 26일,금,2351,19.2,0,9.6,6,0,12.5,0,0,2015,0,0
6월 27일,토,5858,23.5,0,3.1,6,0,0,0,0,2015,1,1
6월 28일,일,4576,24.6,0,3,6,0,0,0,0,2015,1,1
6월 29일,월,2432,24.6,0,6.8,6,0,0,0,0,2015,0,0
6월 30일,화,39845,22.8,0,9.1,6,0,2.5,0,0,2015,0,0
7월 1일,수,4096,22.6,0,4.4,7,0,0.5,0,0,2015,0,0
7월 2일,목,4905,23.1,0,4.6,7,0,0,0,0,2015,0,0
7월 3일,금,4891,21.8,0,2.1,7,0,0,0,0,2015,0,0
7월 4일,토,10300,22.7,0,1.9,7,0,0,0,0,2015,1,1
7월 5일,일,10728,23.2,0,5.1,7,0,0,0,0,2015,1,1
7월 6일,월,5297,24.2,0,3.9,7,0,0,0,0,2015,0,0
7월 7일,화,0,23.7,0,7.6,7,0,0,10,0,2015,0,0
7월 8일,수,5996,21.1,0,9.4,7,0,0.5,0,0,2015,0,0
7월 9일,목,5489,24.4,0,6.8,7,0,0,0,0,2015,0,0
7월 10일,금,6347,27.2,0,5.6,7,0,0,0,0,2015,0,0
7월 11일,토,9350,28.8,0,7.5,7,0,0,0,0,2015,1,1
7월 12일,일,4582,23,0,10,7,0,29,0,0,2015,1,1
7월 13일,월,3648,21.5,0,9.5,7,0,10,0,0,2015,0,0
7월 14일,화,0,25.2,0,5,7,0,0,10,0,2015,0,0
7월 15일,수,4785,26.2,0,3.3,7,0,0,0,0,2015,0,0
7월 16일,목,6001,22.4,0,3.9,7,0,0,0,0,2015,0,0
7월 17일,금,6734,21.7,0,6.1,7,0,0,0,0,2015,0,0
7월 18일,토,14768,22.8,0,9.9,7,0,0.5,0,0,2015,1,1
7월 19일,일,14604,23.6,0,8.6,7,0,5,0,0,2015,1,1
7월 20일,월,7761,25.6,0,8.5,7,0,0,0,0,2015,0,0
7월 21일,화,0,25.1,0,9.5,7,0,11,10,0,2015,0,0
7월 22일,수,6345,26.8,0,8.5,7,0,1,0,0,2015,0,0
7월 23일,목,6643,25.4,0,9.5,7,0,16,0,0,2015,0,0
7월 24일,금,4347,23.1,0,10,7,0,26.5,0,0,2015,0,0
7월 25일,토,10108,23.7,0,10,7,0,80,0,0,2015,1,1
7월 26일,일,14440,24.8,0,8.4,7,0,40.5,0,0,2015,1,1
7월 27일,월,10589,24.9,0,8.4,7,0,1.5,0,0,2015,0,0
7월 28일,화,0,26.4,0,7.3,7,0,0,10,0,2015,0,0
7월 29일,수,11669,25.3,0,8.4,7,0,4,0,1,2015,0,0
7월 30일,목,11877,27.6,0,6.9,7,0,0,0,0,2015,0,0
7월 31일,금,12747,27.4,0,6.6,7,0,0,0,0,2015,0,0
8월 1일,토,13375,28.2,0,6.9,8,0,0,0,0,2015,1,1
8월 2일,일,14235,25.5,0,8.4,8,0,16.5,0,0,2015,1,1
8월 3일,월,14868,26.8,0,5.8,8,0,0,0,0,2015,0,0
8월 4일,화,0,26.3,0,8.5,8,0,0,10,0,2015,0,0
8월 5일,수,12328,27.9,0,6.6,8,0,0.1,0,0,2015,0,0
8월 6일,목,8656,28.3,0,3.1,8,0,0,0,0,2015,0,0
8월 7일,금,6478,28.9,0,2.8,8,0,11,0,0,2015,0,0
8월 8일,토,11118,25.9,0,6.5,8,0,7.5,0,0,2015,1,1
8월 9일,일,10234,25.5,0,6.6,8,0,0,0,0,2015,1,1
8월 10일,월,9514,26,0,6.5,8,0,0,0,0,2015,0,0
8월 11일,화,0,25.5,0,6.4,8,0,0,10,0,2015,0,0
8월 12일,수,12446,26,0,2,8,1,0,0,0,2015,0,0
8월 13일,목,10457,25.2,0,4.8,8,1,0,0,0,2015,0,0
8월 14일,금,29423,25.9,1,3.9,8,1,0,0,0,2015,1,1
8월 15일,토,41705,26.3,1,4.3,8,1,0.1,0,0,2015,1,2
8월 16일,일,21665,24.8,0,8.3,8,1,29,0,0,2015,1,1
8월 17일,월,9681,25.9,0,3.3,8,1,0,0,0,2015,0,0
8월 18일,화,0,26.7,0,5.1,8,0,0,10,0,2015,0,0
8월 19일,수,14963,25.8,0,8.6,8,1,0,0,0,2015,0,0
8월 20일,목,11972,24.1,0,9.6,8,1,0.4,0,0,2015,0,0
8월 21일,금,10620,23.9,0,7.1,8,1,2.5,0,0,2015,0,0
8월 22일,토,17799,24.4,0,6.9,8,1,0,0,0,2015,1,1
8월 23일,일,13405,25.4,0,4.4,8,1,0,0,0,2015,1,1
8월 24일,월,10729,24.8,0,6.8,8,1,0,0,0,2015,0,0
8월 25일,화,0,20.6,0,9.9,8,0,5.5,10,0,2015,0,0
8월 26일,수,22182,20.8,0,8.5,8,1,0,0,1,2015,0,0
8월 27일,목,15445,23.7,0,1.9,8,1,0,0,0,2015,0,0
8월 28일,금,9545,21.8,0,5,8,1,0.3,0,0,2015,0,0
8월 29일,토,16176,23.4,0,1.3,8,0,0,0,0,2015,1,1
8월 30일,일,13601,24.1,0,1.3,8,0,0,0,0,2015,1,1
8월 31일,월,8713,25.2,0,3.8,8,0,0,0,0,2015,0,0
9월 1일,화,0,24.1,0,7.4,9,0,0,10,0,2015,0,0
9월 2일,수,11759,22.4,0,8.5,9,0,0.5,0,0,2015,0,0
9월 3일,목,12657,22.6,0,4.1,9,0,18,0,0,2015,0,0
9월 4일,금,11930,24,0,5,9,0,0,0,0,2015,0,0
9월 5일,토,14948,21,0,9.4,9,0,5,0,0,2015,1,1
9월 6일,일,14680,21,0,4.8,9,0,0,0,0,2015,1,1
9월 7일,월,11435,21.1,0,0.5,9,0,0,0,0,2015,0,0
9월 8일,화,0,21.2,0,0,9,0,0,10,0,2015,0,0
9월 9일,수,11366,21.2,0,0.4,9,0,0,0,0,2015,0,0
9월 10일,목,11209,21.6,0,0.9,9,0,0,0,0,2015,0,0
9월 11일,금,10931,19.7,0,9.3,9,0,2.5,0,0,2015,0,0
9월 12일,토,20566,18.7,0,7.9,9,0,0,0,0,2015,1,1
9월 13일,일,16106,19,0,0.5,9,0,0,0,0,2015,1,1
9월 14일,월,11789,21.2,0,3.6,9,0,0,0,0,2015,0,0
9월 15일,화,0,21.5,0,3.8,9,0,0,10,0,2015,0,0
9월 16일,수,18183,19.8,0,4.8,9,0,0,0,0,2015,0,0
9월 17일,목,51228,19.5,0,1.5,9,0,0,0,0,2015,0,0
9월 18일,금,14941,20.3,0,2.5,9,0,0,0,0,2015,0,0
9월 19일,토,21909,21.4,0,2.6,9,0,0,0,0,2015,1,1
9월 20일,일,17611,21.1,0,4.5,9,0,0,0,0,2015,1,1
9월 21일,월,15509,21.9,0,0.4,9,0,0,0,0,2015,0,0
9월 22일,화,0,22.9,0,0.5,9,0,0,10,0,2015,0,0
9월 23일,수,17012,21,0,6.6,9,0,0,0,0,2015,0,0
9월 24일,목,14678,22.2,0,3,9,0,0,0,0,2015,0,0
9월 25일,금,11836,22,0,2.9,9,0,0,0,0,2015,0,0
9월 26일,토,21255,21.7,1,1.9,9,0,0,0,0,2015,1,2
9월 27일,일,70580,21.8,4,0,9,0,0,0,0,2015,1,4
9월 28일,월,60974,21.4,1,5.8,9,0,0,0,0,2015,1,1
9월 29일,화,21324,20.8,1,3.4,9,0,0,0,0,2015,1,1
9월 30일,수,16680,19.7,0,8.9,9,0,0,0,1,2015,0,0
10월 1일,목,10824,15.1,0,8.3,10,0,35,0,0,2015,0,0
10월 2일,금,23938,15.9,0,2.8,10,0,0,0,0,2015,0,0
10월 3일,토,33814,18,1,4.5,10,0,0,0,0,2015,1,2
10월 4일,일,22963,16.2,0,6.3,10,0,0,0,0,2015,1,1
10월 5일,월,22276,17.7,0,0.1,10,0,0,0,0,2015,0,0
10월 6일,화,0,18.5,0,0,10,0,0,10,0,2015,0,0
10월 7일,수,20249,18.9,0,4.8,10,0,0,0,0,2015,0,0
10월 8일,목,16226,19.6,0,3.9,10,0,0,0,0,2015,0,0
10월 9일,금,40236,15.1,0.0000001,0.8,10,0,0,0,0,2015,0.0000001,0.0000001
10월 10일,토,21654,11.6,0,8.6,10,0,3.5,0,0,2015,1,1
10월 11일,일,15169,10.3,0,6.8,10,0,3.5,0,0,2015,1,1
10월 12일,월,15650,11.9,0,2.3,10,0,0,0,0,2015,0,0
10월 13일,화,0,14.8,0,0.8,10,0,0,10,0,2015,0,0
10월 14일,수,22083,16.6,0,0.1,10,0,0,0,0,2015,0,0
10월 15일,목,22518,17.4,0,3.1,10,0,0,0,0,2015,0,0
10월 16일,금,20318,17.2,0,2.4,10,0,0,0,0,2015,0,0
10월 17일,토,28616,18.4,0,0,10,1,0,0,0,2015,1,1
10월 18일,일,22453,17.8,0,0.1,10,1,0,0,0,2015,1,1
10월 19일,월,16374,17.3,0,0.5,10,1,0,0,0,2015,0,0
10월 20일,화,0,17.8,0,2.9,10,0,0,10,0,2015,0,0
10월 21일,수,23732,17.3,0,0,10,1,0,0,0,2015,0,0
10월 22일,목,21722,16.8,0,2.1,10,1,0,0,0,2015,0,0
10월 23일,금,21714,16.9,0,6.1,10,1,0,0,0,2015,0,0
10월 24일,토,27962,16,0,4.4,10,1,10.5,0,0,2015,1,1
10월 25일,일,26856,15.5,0,0.9,10,1,0,0,0,2015,1,1
10월 26일,월,18234,13.9,0,8.5,10,1,2,0,0,2015,0,0
10월 27일,화,0,11.2,0,4.6,10,0,26.5,10,0,2015,0,0
10월 28일,수,29610,9.8,0,0.3,10,1,0,0,1,2015,0,0
10월 29일,목,19071,8.1,0,2,10,1,0.5,0,0,2015,0,0
10월 30일,금,17360,4.7,0,0.1,10,1,0,0,0,2015,0,0
10월 31일,토,25226,5.9,0,0,10,1,0,0,0,2015,1,1
11월 1일,일,18784,6.7,0,7.3,11,1,0,0,0,2015,1,1
11월 2일,월,12986,10.5,0,4.9,11,1,0,0,0,2015,0,0
11월 3일,화,0,12.2,0,0,11,0,0,10,0,2015,0,0
11월 4일,수,16709,12,0,2,11,0,0,0,0,2015,0,0
11월 5일,목,14915,13.5,0,2.5,11,0,0,0,0,2015,0,0
11월 6일,금,14377,12.1,0,7.1,11,0,4.5,0,0,2015,0,0
11월 7일,토,11882,9.3,0,10,11,0,24.5,0,0,2015,1,1
11월 8일,일,12079,9.8,0,10,11,0,10.5,0,0,2015,1,1
11월 9일,월,12056,9.5,0,9.8,11,0,3.5,0,0,2015,0,0
11월 10일,화,0,9.4,0,5.9,11,0,0,10,0,2015,0,0
11월 11일,수,16006,10.9,0,3.6,11,0,0,0,0,2015,0,0
11월 12일,목,16967,13.1,0,3.1,11,0,0,0,0,2015,0,0
11월 13일,금,10348,10.2,0,9.8,11,0,22.5,0,0,2015,0,0
11월 14일,토,15076,11.6,0,9.4,11,0,3.5,0,0,2015,1,1
11월 15일,일,21883,12.7,0,6.3,11,0,0,0,0,2015,1,1
11월 16일,월,12283,11.4,0,9.3,11,0,5.5,0,0,2015,0,0
11월 17일,화,0,13.2,0,4.6,11,0,0,10,0,2015,0,0
11월 18일,수,11671,9.4,0,8.9,11,0,5.5,0,0,2015,0,0
11월 19일,목,14192,8,0,7.6,11,0,0,0,0,2015,0,0
11월 20일,금,15167,9.1,0,5.8,11,0,0,0,0,2015,0,0
11월 21일,토,21077,8.9,0,2.1,11,0,0,0,0,2015,1,1
11월 22일,일,17516,9.2,0,8.1,11,0,3.5,0,0,2015,1,1
11월 23일,월,9961,7.1,0,9.5,11,0,6.5,0,0,2015,0,0
11월 24일,화,0,4.6,0,8.3,11,0,0.5,10,0,2015,0,0
11월 25일,수,15228,1.2,0,9.4,11,0,11,0,1,2015,0,0
11월 26일,목,44630,-3.7,0,7,11,0,0,0,0,2015,0,0
11월 27일,금,11638,-3.5,0,4.4,11,0,0,0,0,2015,0,0
11월 28일,토,16809,-0.6,0,7.6,11,0,0.1,0,0,2015,1,1
11월 29일,일,11232,1.5,0,9.8,11,0,3,0,0,2015,1,1
11월 30일,월,12288,3.7,0,2.5,11,0,0,0,0,2015,0,0
12월 1일,화,0,3.8,0,1.5,12,0,0,10,0,2015,0,0
12월 2일,수,7751,5.4,0,7.8,12,0,13.5,0,0,2015,0,0
12월 3일,목,8277,-1.8,0,8.3,12,0,7.1,0,0,2015,0,0
12월 4일,금,10033,-1.1,0,3.4,12,0,0,0,0,2015,0,0
12월 5일,토,11971,2.8,0,6.3,12,0,0,0,0,2015,1,1
12월 6일,일,13403,1.1,0,5,12,0,0,0,0,2015,1,1
12월 7일,월,9342,2,0,1.9,12,0,0,0,0,2015,0,0
12월 8일,화,0,3.1,0,0,12,0,0,10,0,2015,0,0
12월 9일,수,13290,4.6,0,5.3,12,0,0,0,0,2015,0,0
12월 10일,목,11113,6.9,0,8.8,12,0,0.3,0,0,2015,0,0
12월 11일,금,10429,6,0,2,12,0,0,0,0,2015,0,0
12월 12일,토,16190,4.5,0,1.3,12,0,0,0,0,2015,1,1
12월 13일,일,15587,5.4,0,1.6,12,0,0,0,0,2015,1,1
12월 14일,월,7863,4,0,9.8,12,0,2.5,0,0,2015,0,0
12월 15일,화,0,3.7,0,8,12,0,0.1,10,0,2015,0,0
12월 16일,수,10951,-2.1,0,2,12,0,0,0,0,2015,0,0
12월 17일,목,10227,-5.4,0,0,12,0,0,0,0,2015,0,0
12월 18일,금,9972,-3.6,0,6.3,12,0,0,0,0,2015,0,0
12월 19일,토,13687,-0.4,0,0.5,12,0,0,0,0,2015,1,1
12월 20일,일,14282,1.5,0,7,12,0,0,0,0,2015,1,1
12월 21일,월,10833,1.7,0,5.8,12,0,2,0,0,2015,0,0
12월 22일,화,0,2.2,0,3.8,12,0,0,10,0,2015,0,0
12월 23일,수,11829,5.3,0,4.5,12,0,0.4,0,0,2015,0,0
12월 24일,목,12133,1.2,0,4.5,12,0,0,0,0,2015,0,0
12월 25일,금,19238,-1.4,1,2.3,12,0,0,0,0,2015,1,1
12월 26일,토,16994,0.4,0,4.5,12,0,0.7,0,0,2015,1,1
12월 27일,일,13185,-6.5,0,0,12,0,0,0,0,2015,1,1
12월 28일,월,10756,-6,0,0,12,0,0,0,0,2015,0,0
12월 29일,화,0,-3.3,0,3.8,12,0,0,10,0,2015,0,0
12월 30일,수,17518,-0.5,0,6.9,12,0,2.5,0,1,2015,0,0
12월 31일,목,12486,0.5,0,5,12,0,0,0,0,2015,0,0
