date,day,total,temp,공휴일,cloud,month,NightOpen,rain,closed,culture,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
12월 9일,월,6799 ,2.5,0,10,12,0,14,0,0,2013,0,0
12월 10일,화,0 ,-1.1,0,2.8,12,0,0,10,0,2013,0,0
12월 11일,수,9266 ,-3,0,5,12,0,2.6,0,0,2013,0,0
12월 12일,목,7918 ,-4,0,5.5,12,0,4.1,0,0,2013,0,0
12월 13일,금,7744 ,-7.6,0,1.8,12,0,0,0,0,2013,0,0
12월 14일,토,11412 ,-5.1,0,3.6,12,0,1.1,0,0,2013,1,1
12월 15일,일,9108 ,-4.6,0,0.1,12,0,0,0,0,2013,1,1
12월 16일,월,7662 ,-3.9,0,5.6,12,0,0,0,0,2013,0,0
12월 17일,화,0 ,-0.7,0,7.3,12,0,0,10,0,2013,0,0
12월 18일,수,9987 ,1.6,0,6.5,12,0,0.8,0,0,2013,0,0
12월 19일,목,8298 ,-4.6,0,7.5,12,0,0.3,0,0,2013,0,0
12월 20일,금,8068 ,-5.2,0,3.8,12,0,0,0,0,2013,0,0
12월 21일,토,10263 ,-3.7,0,0,12,0,0,0,0,2013,1,1
12월 22일,일,10025 ,-3,0,3.1,12,0,0,0,0,2013,1,1
12월 23일,월,9994 ,-2,0,2.5,12,0,0,0,0,2013,0,0
12월 24일,화,0 ,-2.2,0,0,12,0,0,10,0,2013,0,0
12월 25일,수,14287 ,-0.8,1,3.8,12,0,0,0,0,2013,1,1
12월 26일,목,9641 ,-1.3,0,7.5,12,0,1.6,0,0,2013,0,0
12월 27일,금,7903 ,-7.8,0,0,12,0,0,0,0,2013,0,0
12월 28일,토,10643 ,-6.8,0,0.5,12,0,0,0,0,2013,1,1
12월 29일,일,11441 ,-3.2,0,3.9,12,0,0.1,0,0,2013,1,1
12월 30일,월,11439 ,1.8,0,1.1,12,0,0,0,0,2013,0,0
12월 31일,화,0 ,3.1,0,3,12,0,0,10,0,2013,0,0
