date,day,total,temp,공휴일,cloud,month,NightOpen,rain,closed,culture,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
11월 7일,목,11729 ,10.4,0,1.8,11,0,0.1,0,0,2013,0,0
11월 8일,금,12707 ,8.2,0,3.4,11,0,0.1,0,0,2013,0,0
11월 9일,토,17963 ,9.9,0,9.6,11,0,5.5,0,0,2013,1,1
11월 10일,일,16211 ,3.8,0,1.8,11,0,0,0,0,2013,1,1
11월 11일,월,9869 ,1.3,0,0,11,0,0,0,0,2013,0,0
11월 12일,화,0 ,2.5,0,0.3,11,0,0,10,0,2013,0,0
11월 13일,수,10606 ,4.2,0,1.9,11,0,0,0,0,2013,0,0
11월 14일,목,9691 ,5.6,0,8.9,11,0,1,0,0,2013,0,0
11월 15일,금,11771 ,7,0,5.3,11,0,2,0,0,2013,0,0
11월 16일,토,17241 ,5.6,0,5,11,0,2,0,0,2013,1,1
11월 17일,일,11230 ,3.2,0,4,11,0,1,0,0,2013,1,1
11월 18일,월,10689 ,-0.5,0,3.3,11,0,0,0,0,2013,0,0
11월 19일,화,0 ,-0.5,0,4.9,11,0,0,10,0,2013,0,0
11월 20일,수,10950 ,0.3,0,0,11,0,0,0,0,2013,0,0
11월 21일,목,12645 ,1.8,0,0.6,11,0,0,0,0,2013,0,0
11월 22일,금,12732 ,4.5,0,0,11,0,0,0,0,2013,0,0
11월 23일,토,14661 ,7.4,0,1.8,11,0,0,0,0,2013,1,1
11월 24일,일,11718 ,6.1,0,7.4,11,0,14,0,0,2013,1,1
11월 25일,월,8046 ,3.1,0,6.8,11,0,9.5,0,0,2013,0,0
11월 26일,화,0 ,1.3,0,5.4,11,0,1.5,10,0,2013,0,0
11월 27일,수,8903 ,-1.3,0,7,11,0,1.7,0,0,2013,0,0
11월 28일,목,8746 ,-5.1,0,2.1,11,0,0,0,0,2013,0,0
11월 29일,금,8456 ,-1.3,0,0.5,11,0,0,0,0,2013,0,0
11월 30일,토,12070 ,4.3,0,5.4,11,0,0,0,0,2013,1,1
12월 1일,일,11550 ,3.7,0,3.4,12,0,0,0,0,2013,1,1
12월 2일,월,7570 ,3.7,0,8.6,12,0,0,0,0,2013,0,0
12월 3일,화,0 ,6,0,4.1,12,0,0,10,0,2013,0,0
12월 4일,수,8069 ,5.3,0,2.1,12,0,0,0,0,2013,0,0
12월 5일,목,7851 ,4.8,0,6.8,12,0,0,0,0,2013,0,0
12월 6일,금,8187 ,2,0,3,12,0,0,0,0,2013,0,0
12월 7일,토,11830 ,5.4,0,4.8,12,0,0.1,0,0,2013,1,1
12월 8일,일,10014 ,3.1,0,5.8,12,0,0,0,0,2013,1,1
